"","Date","EpisodeDateCases","ReportedDateCases","Deaths"
"117",2020-05-10,22,21,6
"118",2020-05-11,28,13,1
"119",2020-05-12,24,16,5
"120",2020-05-13,14,30,2
"121",2020-05-14,27,32,2
"122",2020-05-15,42,33,5
"123",2020-05-16,21,19,5
"124",2020-05-17,26,25,1
"125",2020-05-18,43,28,4
"126",2020-05-19,45,28,1
"127",2020-05-20,59,46,4
"128",2020-05-21,21,29,2
"129",2020-05-22,22,46,2
"130",2020-05-23,12,26,3
"131",2020-05-24,27,36,6
"132",2020-05-25,32,34,2
"133",2020-05-26,31,46,9
"134",2020-05-27,13,19,4
"135",2020-05-28,22,18,2
"136",2020-05-29,28,20,2
"137",2020-05-30,19,26,2
"138",2020-05-31,18,45,3
"139",2020-06-01,38,36,2
"140",2020-06-02,11,31,1
"141",2020-06-03,12,38,3
"142",2020-06-04,14,18,0
"143",2020-06-05,21,22,2
"144",2020-06-06,13,11,1
"145",2020-06-07,11,17,1
"146",2020-06-08,15,18,0
"147",2020-06-09,11,18,1
"148",2020-06-10,13,13,0
"149",2020-06-11,16,21,1
"150",2020-06-12,17,23,2
"151",2020-06-13,6,9,3
"152",2020-06-14,9,6,2
"153",2020-06-15,15,13,0
"154",2020-06-16,17,13,0
"155",2020-06-17,13,11,0
"156",2020-06-18,12,19,0
"157",2020-06-19,11,13,1
"158",2020-06-20,16,8,1
"159",2020-06-21,16,8,1
"160",2020-06-22,14,25,1
"161",2020-06-23,13,19,3
"162",2020-06-24,15,13,0
"163",2020-06-25,10,15,0
"164",2020-06-26,9,8,1
"165",2020-06-27,9,12,1
"166",2020-06-28,9,6,2
"167",2020-06-29,18,23,0
"168",2020-06-30,17,16,0
"169",2020-07-01,6,17,1
"170",2020-07-02,11,28,0
"171",2020-07-03,8,10,0
"172",2020-07-04,7,12,0
"173",2020-07-05,8,7,0
"174",2020-07-06,5,8,0
"175",2020-07-07,13,6,0
"176",2020-07-08,10,7,1
"177",2020-07-09,15,13,0
"178",2020-07-10,8,16,0
"179",2020-07-11,7,10,0
"180",2020-07-12,3,10,0
"181",2020-07-13,0,14,0
"182",2020-07-14,1,1,0
