"","Date","EpisodeDateCases","ReportedDateCases","Deaths"
"117",2020-05-10,13,5,1
"118",2020-05-11,14,9,3
"119",2020-05-12,19,19,2
"120",2020-05-13,15,7,0
"121",2020-05-14,11,10,1
"122",2020-05-15,17,17,1
"123",2020-05-16,14,19,3
"124",2020-05-17,21,25,0
"125",2020-05-18,20,14,3
"126",2020-05-19,8,12,1
"127",2020-05-20,17,22,0
"128",2020-05-21,19,6,2
"129",2020-05-22,11,16,0
"130",2020-05-23,20,17,1
"131",2020-05-24,9,23,0
"132",2020-05-25,10,19,3
"133",2020-05-26,12,6,0
"134",2020-05-27,12,20,2
"135",2020-05-28,12,13,2
"136",2020-05-29,16,13,0
"137",2020-05-30,11,13,0
"138",2020-05-31,9,13,0
"139",2020-06-01,21,14,0
"140",2020-06-02,20,10,0
"141",2020-06-03,9,17,0
"142",2020-06-04,12,39,1
"143",2020-06-05,6,4,0
"144",2020-06-06,7,12,0
"145",2020-06-07,3,9,0
"146",2020-06-08,13,16,1
"147",2020-06-09,5,9,1
"148",2020-06-10,4,8,0
"149",2020-06-11,7,6,0
"150",2020-06-12,4,4,0
"151",2020-06-13,4,10,1
"152",2020-06-14,2,5,0
"153",2020-06-15,3,3,0
"154",2020-06-16,3,2,1
"155",2020-06-17,6,5,0
"156",2020-06-18,1,7,0
"157",2020-06-19,3,6,0
"158",2020-06-20,9,2,0
"159",2020-06-21,1,3,0
"160",2020-06-22,2,2,0
"161",2020-06-23,7,5,0
"162",2020-06-24,1,2,0
"163",2020-06-25,6,4,0
"164",2020-06-26,0,3,0
"165",2020-06-27,1,1,0
"166",2020-06-28,3,10,0
"167",2020-06-29,3,1,0
"168",2020-06-30,4,2,0
"169",2020-07-01,6,3,0
"170",2020-07-02,5,4,0
"171",2020-07-03,2,3,0
"172",2020-07-04,2,7,0
"173",2020-07-05,2,2,0
"174",2020-07-06,8,5,0
"175",2020-07-07,5,2,0
"176",2020-07-08,2,6,1
"177",2020-07-09,1,11,0
"178",2020-07-10,1,2,0
