"","Date","EpisodeDateCases","ReportedDateCases","Deaths"
"117",2020-05-10,10,25,6
"118",2020-05-11,24,14,3
"119",2020-05-12,20,13,3
"120",2020-05-13,22,21,3
"121",2020-05-14,18,25,4
"122",2020-05-15,21,17,2
"123",2020-05-16,14,19,6
"124",2020-05-17,11,14,3
"125",2020-05-18,15,26,2
"126",2020-05-19,13,23,6
"127",2020-05-20,14,16,6
"128",2020-05-21,8,11,7
"129",2020-05-22,7,7,2
"130",2020-05-23,10,6,6
"131",2020-05-24,10,8,0
"132",2020-05-25,16,6,3
"133",2020-05-26,5,16,4
"134",2020-05-27,6,8,0
"135",2020-05-28,6,4,1
"136",2020-05-29,6,7,2
"137",2020-05-30,2,15,1
"138",2020-05-31,6,10,1
"139",2020-06-01,10,5,1
"140",2020-06-02,3,8,0
"141",2020-06-03,10,8,1
"142",2020-06-04,8,8,3
"143",2020-06-05,4,15,2
"144",2020-06-06,3,2,2
"145",2020-06-07,1,4,1
"146",2020-06-08,2,0,0
"147",2020-06-09,8,3,1
"148",2020-06-10,6,7,0
"149",2020-06-11,9,5,0
"150",2020-06-12,6,10,0
"151",2020-06-13,3,6,0
"152",2020-06-14,3,1,0
"153",2020-06-15,6,2,1
"154",2020-06-16,4,3,0
"155",2020-06-17,5,9,0
"156",2020-06-18,1,2,0
"157",2020-06-19,3,5,0
"158",2020-06-20,6,1,1
"159",2020-06-21,4,1,0
"160",2020-06-22,3,6,0
"161",2020-06-23,9,4,1
"162",2020-06-24,2,3,0
"163",2020-06-25,5,6,1
"164",2020-06-26,5,6,0
"165",2020-06-27,4,3,0
"166",2020-06-28,2,2,0
"167",2020-06-29,4,1,0
"168",2020-06-30,5,10,0
"169",2020-07-01,1,4,0
"170",2020-07-02,4,4,0
"171",2020-07-03,8,4,0
"172",2020-07-04,4,4,0
"173",2020-07-05,3,5,0
"174",2020-07-06,5,0,0
"175",2020-07-07,6,6,0
"176",2020-07-08,10,5,0
"177",2020-07-09,4,5,0
"178",2020-07-10,11,12,0
"179",2020-07-11,7,7,0
"180",2020-07-12,17,9,0
"181",2020-07-13,20,5,0
"182",2020-07-14,15,4,0
"183",2020-07-15,19,15,0
"184",2020-07-16,19,7,0
"185",2020-07-17,26,18,0
"186",2020-07-18,20,16,0
"187",2020-07-19,12,29,0
"188",2020-07-20,12,46,0
"189",2020-07-21,21,23,0
"190",2020-07-22,5,12,0
"191",2020-07-23,0,26,0
