"","Date","EpisodeDateCases","ReportedDateCases","Deaths"
"117",2020-05-10,57,31,4
"118",2020-05-11,67,44,5
"119",2020-05-12,71,54,3
"120",2020-05-13,49,57,4
"121",2020-05-14,74,70,3
"122",2020-05-15,77,60,2
"123",2020-05-16,56,48,1
"124",2020-05-17,68,89,2
"125",2020-05-18,74,80,2
"126",2020-05-19,66,46,2
"127",2020-05-20,92,40,3
"128",2020-05-21,65,88,4
"129",2020-05-22,74,126,3
"130",2020-05-23,62,99,2
"131",2020-05-24,66,92,2
"132",2020-05-25,81,150,3
"133",2020-05-26,55,55,4
"134",2020-05-27,51,91,3
"135",2020-05-28,59,70,5
"136",2020-05-29,53,93,2
"137",2020-05-30,53,73,2
"138",2020-05-31,42,90,3
"139",2020-06-01,59,35,0
"140",2020-06-02,43,75,1
"141",2020-06-03,63,67,2
"142",2020-06-04,47,55,3
"143",2020-06-05,35,57,6
"144",2020-06-06,31,47,0
"145",2020-06-07,26,44,1
"146",2020-06-08,30,30,1
"147",2020-06-09,34,36,1
"148",2020-06-10,35,37,0
"149",2020-06-11,26,31,1
"150",2020-06-12,34,34,1
"151",2020-06-13,30,25,2
"152",2020-06-14,29,33,0
"153",2020-06-15,48,33,0
"154",2020-06-16,51,27,1
"155",2020-06-17,35,45,0
"156",2020-06-18,35,52,0
"157",2020-06-19,33,31,1
"158",2020-06-20,42,34,0
"159",2020-06-21,38,51,0
"160",2020-06-22,51,43,0
"161",2020-06-23,47,37,0
"162",2020-06-24,28,44,0
"163",2020-06-25,31,43,0
"164",2020-06-26,22,46,0
"165",2020-06-27,27,37,0
"166",2020-06-28,32,21,0
"167",2020-06-29,29,15,0
"168",2020-06-30,25,33,0
"169",2020-07-01,20,27,0
"170",2020-07-02,37,18,0
"171",2020-07-03,20,43,0
"172",2020-07-04,30,28,0
"173",2020-07-05,23,23,0
"174",2020-07-06,26,40,0
"175",2020-07-07,27,25,0
"176",2020-07-08,28,26,0
"177",2020-07-09,20,32,0
"178",2020-07-10,32,39,2
"179",2020-07-11,22,36,1
"180",2020-07-12,23,36,0
"181",2020-07-13,29,16,0
"182",2020-07-14,35,33,1
"183",2020-07-15,36,30,0
"184",2020-07-16,21,26,0
"185",2020-07-17,25,29,0
"186",2020-07-18,23,42,0
"187",2020-07-19,14,25,0
"188",2020-07-20,17,17,0
"189",2020-07-21,18,20,0
"190",2020-07-22,9,14,0
"191",2020-07-23,12,16,0
"192",2020-07-24,7,18,0
"193",2020-07-25,2,5,0
