"","Date","EpisodeDateCases","ReportedDateCases","Deaths"
"117",2020-05-10,5,5,0
"118",2020-05-11,13,11,0
"119",2020-05-12,4,13,2
"120",2020-05-13,8,9,3
"121",2020-05-14,8,9,1
"122",2020-05-15,9,13,1
"123",2020-05-16,8,18,0
"124",2020-05-17,1,15,0
"125",2020-05-18,4,5,1
"126",2020-05-19,3,7,0
"127",2020-05-20,7,9,0
"128",2020-05-21,4,5,0
"129",2020-05-22,2,8,0
"130",2020-05-23,5,3,0
"131",2020-05-24,8,3,0
"132",2020-05-25,4,7,1
"133",2020-05-26,5,6,0
"134",2020-05-27,7,2,0
"135",2020-05-28,2,0,0
"136",2020-05-29,9,5,0
"137",2020-05-30,8,4,0
"138",2020-05-31,8,5,0
"139",2020-06-01,6,18,1
"140",2020-06-02,9,8,0
"141",2020-06-03,6,4,0
"142",2020-06-04,10,13,0
"143",2020-06-05,3,9,0
"144",2020-06-06,6,2,0
"145",2020-06-07,1,8,0
"146",2020-06-08,11,2,0
"147",2020-06-09,4,6,0
"148",2020-06-10,3,4,0
"149",2020-06-11,7,3,0
"150",2020-06-12,6,13,0
"151",2020-06-13,6,1,0
"152",2020-06-14,5,6,0
"153",2020-06-15,8,10,0
"154",2020-06-16,4,2,0
"155",2020-06-17,8,4,0
"156",2020-06-18,6,3,0
"157",2020-06-19,6,11,0
"158",2020-06-20,6,7,0
"159",2020-06-21,2,7,0
"160",2020-06-22,13,8,1
"161",2020-06-23,4,6,0
"162",2020-06-24,4,10,0
"163",2020-06-25,1,3,0
"164",2020-06-26,7,3,0
"165",2020-06-27,3,0,0
"166",2020-06-28,1,10,0
"167",2020-06-29,4,6,0
"168",2020-06-30,2,9,0
"169",2020-07-01,1,0,0
"170",2020-07-02,1,2,0
"171",2020-07-03,2,5,0
"172",2020-07-04,5,4,0
"173",2020-07-05,1,2,1
"174",2020-07-06,3,2,0
"175",2020-07-07,4,4,0
"176",2020-07-08,2,2,0
"177",2020-07-09,5,2,1
"178",2020-07-10,1,3,0
"179",2020-07-11,3,5,0
"180",2020-07-12,3,2,0
"181",2020-07-13,2,3,0
"182",2020-07-14,6,1,0
"183",2020-07-15,4,2,0
"184",2020-07-16,1,2,1
"185",2020-07-17,1,4,0
"186",2020-07-18,2,2,0
"187",2020-07-19,1,3,0
"188",2020-07-20,2,6,0
"189",2020-07-21,5,2,0
"190",2020-07-22,1,1,0
"191",2020-07-23,0,8,0
